-54.7594, -23.719, -56.363, -22.1743
-54.6028, -23.8447, -56.2072, -22.2964
-54.4546, -23.9826, -56.0515, -22.4186
-54.2979, -24.1081, -55.8784, -22.5518
-54.1411, -24.2335, -55.7227, -22.6739
-53.9927, -24.3713, -55.567, -22.796
-53.7684, -24.398, -55.4199, -22.907
-53.578, -24.4743, -55.2728, -23.0292
-53.2394, -24.6886, -55.0997, -23.1624
-53.0827, -24.8141, -54.9526, -23.2734
-53.0994, -24.8385, -54.8055, -23.3733
-52.7691, -25.0649, -54.6671, -23.4843
-52.6039, -25.1781, -54.52, -23.5954
-52.4305, -25.2792, -54.3556, -23.7286
-52.4222, -25.2671, -54.2085, -23.8396
-52.2323, -25.3442, -54.0701, -23.9395
-52.0755, -25.4696, -53.9057, -24.0727
-51.9104, -25.5829, -53.7672, -24.1837
-51.7453, -25.6962, -53.6288, -24.2837
-51.572, -25.7976, -53.499, -24.3947
-51.4233, -25.9347, -53.3346, -24.5168
-51.4396, -25.9585, -53.2048, -24.6167
-51.2745, -26.0718, -53.075, -24.7166
-51.1093, -26.185, -52.9193, -24.8388
-50.9361, -26.2864, -52.7895, -24.9387
-50.771, -26.3997, -52.6597, -25.0386
-50.6058, -26.5129, -52.5299, -25.1274
-50.6058, -26.5129, -52.4088, -25.2162
-50.4326, -26.6145, -52.2617, -25.3272
-50.2916, -26.7629, -52.1405, -25.4271
-50.1504, -26.9111, -52.0194, -25.516
-50.1664, -26.9345, -51.8983, -25.6159
-49.8518, -27.1838, -51.7598, -25.7158
-49.6944, -27.3084, -51.6387, -25.8157
-49.6944, -27.3084, -51.5262, -25.9045
-49.4974, -27.3751, -51.4137, -25.9933
-49.5212, -27.4098, -51.258, -26.1044
-49.411, -27.6037, -51.1715, -26.1821
-49.2691, -27.7511, -51.0417, -26.282
-49.1036, -27.8638, -50.9292, -26.3597
-48.9459, -27.988, -50.8254, -26.4485
-48.7726, -28.0892, -50.7215, -26.5262
-48.5993, -28.1905, -50.6177, -26.6039
-48.5993, -28.1905, -50.4966, -26.6928
-48.4415, -28.3147, -50.4014, -26.7705
-48.4415, -28.3147, -50.2976, -26.8482
-48.276, -28.4274, -50.1851, -26.937
-48.2606, -28.4047, -50.0899, -27.0036
-48.0796, -28.4948, -49.9947, -27.0813
-48.0796, -28.4948, -49.9082, -27.1479
-47.8911, -28.5738, -49.813, -27.2256
-47.7103, -28.6642, -49.7092, -27.3033
-47.6873, -28.6305, -49.6227, -27.37
-47.522, -28.7435, -49.5361, -27.4366
-47.3643, -28.8678, -49.4496, -27.5032
-47.199, -28.9809, -49.3717, -27.5698
-47.0337, -29.0939, -49.2939, -27.6364
-46.876, -29.2181, -49.1987, -27.703
-46.8684, -29.2069, -49.1295, -27.7474
-46.7182, -29.3421, -49.0516, -27.8029
-46.7258, -29.3532, -48.9737, -27.8584
-46.7182, -29.3421, -48.8958, -27.925
-46.5378, -29.433, -48.818, -27.9806
-46.568, -29.4772, -48.7487, -28.0361
-46.4101, -29.6012, -48.6709, -28.1027
-46.2147, -29.6701, -48.6017, -28.1582
-46.2147, -29.6701, -48.5411, -28.2137
-46.0643, -29.8051, -48.4719, -28.2581
